CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
98;90_80_3;TIPIZZAZIONE GENOMICA HLA DQB1 A BASSA RISOLUZIONE;Allegato 1;
98;90_80_4;TIPIZZAZIONE GENOMICA HLA DQB1 AD ALTA RISOLUZIONE;Allegato 1;
98;90_80_5;TIPIZZAZIONE GENOMICA HLA DR MEDIANTE SEQUENZIAMENTO DIRETTO;Allegato 1;
98;90_81_1;TIPIZZAZIONE GENOMICA HLA DRB (DRB1 e DRB3_DRB4_DRB5) A BASSA RISOLUZIONE;Allegato 1;
98;90_81_2;TIPIZZAZIONE GENOMICA HLA DRB (DRB1 e DRB3_DRB4_DRB5) AD ALTA RISOLUZIONE;Allegato 1;
98;90_81_3;TIPIZZAZIONE SIEROLOGICA HLA CLASSE I (Fenot_ compl_ loci A_B_C_o loci A_B);Allegato 1;
98;90_81_4;TIPIZZAZIONE SIEROLOGICA HLA CLASSE II (Fenot_ compl_ loci DR_DQ o locus DP);Allegato 1;
98;90_81_5;TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE (Per ciascun anticorpo);Allegato 1;
98;90_81_6;TIPIZZAZIONE C4 (IE imm_elettrofor_);Allegato 1;
98;90_81_7;TIPIZZAZIONE Bf (immunoprecipitaz_ );Allegato 1;
98;90_82_1;TROMBINA ANTITROMBINA III COMPLESSO (TAT);Allegato 1;
98;90_82_2;TROMBOSSANO B2;Allegato 1;
98;90_82_3;TROPONINA I;Allegato 1;
98;90_82_4;VALORE EMATOCRITO;Allegato 1;
98;90_82_5;VELOCITA DI SEDIMENTAZIONE DELLE EMAZIE (VES);Allegato 1;
98;90_83_1;VISCOSITA EMATICA;Allegato 1;
98;90_83_2;VISCOSITA PLASMATICA;Allegato 1;
98;90_83_3;ACTINOMICETI IN MATERIALI BIOLOGICI ESAME COLTURALE;Allegato 1;
98;90_83_4;BATTERI ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE NAS (Previa reazione polimerasica a catena);Allegato 1;
98;90_83_5;BATTERI ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE DIRETTA NAS;Allegato 1;
98;90_83_6;MICROORGANISMI NAS Ac_ NUCLEICI IN MATERIALI BIOLOGICI (Ibridazione Diretta);Allegato 1;
98;90_83_7;MICROORGANISMI NAS ACIDI NUCLEICI IN MATERIALI BIOLOGICI (previa PCR);Allegato 1;
98;90_84_1;BATTERI ANAEROBI ANTIBIOGRAMMA DA COLTURA (M_I_C_almeno 10 antibiotici);Allegato 1;
98;90_84_2;BATTERI ANAEROBI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90_84_3;Batteri Anaerobi in materiali Biologici esame colturale;Allegato 1;
98;90_84_4;BATTERI ANTIBIOGRAMMA DA COLTURA (attività associazioni antibiotiche);Allegato 1;
98;90_84_5;BATTERI ANTIBIOGRAMMA DA COLTURA (attività battericida C_M_B_);Allegato 1;
98;90_85_1;BATTERI ANTIBIOGRAMMA DA COLTURA (Kirby Bauer_almeno 10 antibiotici);Allegato 1;
98;90_85_2;BATTERI ANTIBIOGRAMMA DA COLTURA (M_I_C__almeno 10 antibiotici);Allegato 1;
98;90_85_3;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA In materiali biologici (E_I_A_);Allegato 1;
98;90_85_4;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA In materiali biologici (Agglutinazione);Allegato 1;
98;90_85_5;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA In materiali biologici (Elettrosineresi);Allegato 1;
98;90_85_6;BATTERI ANTIGENI CELLULARI ED EXTRA CELLULARI (Identificazione diretta in materiali biologici) (IF);Allegato 1;
98;90_85_7;BETALATTAMASI : RICERCA SU BATTERI;Allegato 1;
98;90_86_1;BATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA Nas;Allegato 1;
98;90_86_2;BATTERI DA COLTURA IDENTIFICAZIONE SIEROLOGICA Nas;Allegato 1;
98;90_86_3;BATTERI DETERMINAZIONE CARICA MICROBICA IN LIQUIDI BIOLOGICI DIVERSI Misura mediante conta su piastra mediante metodi indiretti_ Escluso: Conta batterica urinaria_;Allegato 1;
98;90_86_4;BATTERI IN CAMPIONI BIOLOGICI DIVERSI RICERCA MICROSCOPICA Colorazioni di routine (Gram_blu di metilene);Allegato 1;
98;90_86_5;BATTERI IN CAMPIONI BIOLOGICI DIVERSI RICERCA MICROSCOPICA Colorazioni speciali_;Allegato 1;
98;90_86_6;BATTERI IN CAMPIONI BIOLOGICI DIVERSI (Ricerca Microscopica Diretta in campo oscuro o in contrasto di fase);Allegato 1;
98;90_86_7;BATTERI NAS IN CAMPIONI BIOLOGICI VARI RICERCA MIRATA (Colture speciali);Allegato 1;
98;90_86_8;PROVA BIOLOGICA DI STERILITA ;Allegato 1;
98;90_86_9;MICRORGANISMI NAS: neutralizzazione;Allegato 1;
98;90_87_1;BATTERI POTERE ANTIBATTERICO RESIDUO IN MATERIALI BIOLOGICI DIVERSI Saggio di inibizione della crescita_;Allegato 1;
98;90_87_2;BATTERI POTERE BATTERICIDA DEL SIERO SULL ISOLATO CLINICO Saggio di inibizione della crescita_;Allegato 1;
98;90_87_3;BATTERI PRODOTTI METABOLICI IN MATERIALI BIOLOGICI DIVERSI IDENTIFICAZIONE Mediante gas cromatografia (ricerca diretta);Allegato 1;
98;90_87_4;BORDETELLA ANTICORPI (E_I_A_);Allegato 1;
98;90_87_5;BORRELIA BURGDORFERI ANTICORPI (E_I_A_);Allegato 1;
98;90_87_6;BORDETELLA PERTUSSIS ES_ COLTURALE;Allegato 1;
98;90_88_1;BORRELIA BURGDORFERI ANTICORPI (I_F_);Allegato 1;
98;90_88_2;BRUCELLE ANTICORPI (Titolazione mediante agglutinazione) [WRIGHT];Allegato 1;
98;90_88_3;CAMPYLOBACTER ANTIBIOGRAMMA;Allegato 1;
98;90_88_4;CAMPYLOBACTER DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90_88_5;CAMPYLOBACTER ESAME COLTURALE;Allegato 1;
98;90_89_1;CHLAMYDIE ANTICORPI (E_I_A_);Allegato 1;
98;90_89_2;CHLAMYDIE ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;90_89_3;CHLAMYDIE DA COLTURA IDENTIFICAZIONE MICROSCOPICA (Col_ Iodio_Giemsa);Allegato 1;
98;90_89_4;CHLAMYDIE DA COLTURA IDENTIFICAZIONE (I_F_);Allegato 1;
98;90_89_5;CHLAMYDIE ESAME COLTURALE;Allegato 1;
98;90_90_1;CHLAMYDIE RICERCA DIRETTA (E_I_A_);Allegato 1;
98;90_90_2;CHLAMYDIE RICERCA DIRETTA (I_F_);Allegato 1;
98;90_90_3;CHLAMYDIE RICERCA DIRETTA (mediante ibridazione);Allegato 1;
98;90_90_4;CLOSTRIDIUM DIFFICILE DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90_90_5;CLOSTRIDIUM DIFFICILE ESAME COLTURALE;Allegato 1;
98;90_91_1;CLOSTRIDIUM DIFFICILE TOSSINA NELLE FECI RICERCA DIRETTA (E_I_A_);Allegato 1;
98;90_91_2;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (E_I_A_);Allegato 1;
98;90_91_3;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (I_F_);Allegato 1;
98;90_91_4;E_ COLI ENTEROPATOGENI NELLE FECI ESAME COLTURALE;Allegato 1;
98;90_91_5;E_ COLI PATOGENI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90_92_1;E_ COLI PATOGENI DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;90_92_2;ECHINOCOCCO [IDATIDOSI] ANTICORPI (E_I_A_);Allegato 1;
98;90_92_3;ECHINOCOCCO [IDATIDOSI] ANTICORPI (Titolazione mediante I_H_A_);Allegato 1;
98;90_92_4;ENTAMOEBA HISTOLYTICA ANTICORPI (E_I_A_);Allegato 1;
98;90_92_5;ENTAMOEBA HISTOLYTICA ANTICORPI (Titolazione mediante emoagglutinazione passiva);Allegato 1;
98;90_92_6;CORYNEBACTERIUM DIPHTHERIAE ES_ COLTURALE;Allegato 1;
98;90_92_7;DIFTERITE ANTICORPI IgG (EIA);Allegato 1;
98;90_93_1;ENTAMOEBA HISTOLYTICA NELLE FECI ESAME COLTURALE (Coltura xenica);Allegato 1;
98;90_93_2;ENTEROBIUS VERMICULARIS [OSSIURI] RICERCA MICROSCOPICA Nelle feci [materiale perianale] su cellophan adesivo (scotch test);Allegato 1;
98;90_93_3;ESAME COLTURALE CAMPIONI BIOLOGICI DIVERSI Ricerca completa microrganismi e lieviti patogeni_;Allegato 1;
98;90_93_4;ESAME COLTURALE CAMPIONI APPARATO GENITOURINARIO Ricerca completa microrganismi e lieviti patogeni Escluso: Neisseria gonorrhoeae_;Allegato 1;
98;90_93_5;ESAME COLTURALE CAMPIONI CAVITA ORO FARINGO NASALE Ricerca completa microrganismi e lieviti patogeni Escluso: Neisseria meningitidis_;Allegato 1;
98;90_93_6;ES_ COLTURALE CAMPIONI PROVENIENTI DA VIE AEREE INFERIORI (Broncoaspirato_BAL_ecc);Allegato 1;
98;90_93_7;ES_ COLTURALE LIQUOR CEREBROSPINALE;Allegato 1;
98;90_93_8;ES_ COLTURALE MATERIALE PROTESICO;Allegato 1;
98;90_93_9;ES_ COLTURALE TAMPONE AURICOLARE;Allegato 1;
98;90_94_1;ESAME COLTURALE DEL SANGUE [EMOCOLTURA] Ricerca completa microrganismi e lieviti patogeni_;Allegato 1;
98;90_94_2;ESAME COLTURALE DELL URINA [URINOCOLTURA] Ricerca completa microrganismi e lieviti patogeni_ Incluso: conta batterica_;Allegato 1;
98;90_94_3;ESAME COLTURALE DELLE FECI [COPROCOLTURA] Ricerca Salmonelle_Shigelle e Campylobacter Escluso: E_coli enteropatogeni_Yersinia_Vibrio cholerae;Allegato 1;
98;90_94_4;HELICOBACTER PYLORI ANTICORPI (E_I_A_);Allegato 1;
98;90_94_5;HELICOBACTER PYLORI IN MATERIALI BIOLOGICI ESAME COLTURALE;Allegato 1;
98;90_94_6;ES_ COLTURALE TAMPONE OCULARE/CONGIUNTIVALE;Allegato 1;
98;90_94_7;ESAME COLTURALE ESPETTORATO;Allegato 1;
98;90_95_1;HELICOBACTER PYLORI UREASI NEL MATERIALE BIOPTICO (Saggio mediante prova biochimica);Allegato 1;
98;90_95_2;LEGIONELLE ANTICORPI (E_I_A_);Allegato 1;
98;90_95_3;LEGIONELLE ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;90_95_4;LEGIONELLE IN MATERIALI BIOLOGICI ESAME COLTURALE;Allegato 1;
98;90_95_5;LEGIONELLE IN MATERIALI BIOLOGICI RICERCA DIRETTA (I_F_);Allegato 1;
98;90_95_6;LEGIONELLE_antigene in materiali bioligici;Allegato 1;
98;90_95_7;HELICOBACTER PYLORI_antigene in materiali bioligici;Allegato 1;
98;90_96_1;LEISHMANIA ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;90_96_2;LEISHMANIA SPP_ NEL MATERIALE BIOPTICO RICERCA MICROSCOPICA (Giemsa);Allegato 1;
98;90_96_3;LEPTOSPIRE ANTICORPI (E_I_A_);Allegato 1;
98;90_96_4;LEPTOSPIRE ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;90_96_5;LEPTOSPIRE ANTICORPI (Titolazione mediante microagglutinazione e lisi);Allegato 1;
98;90_96_6;LEPTOSPIRA ES_ COLTURALE;Allegato 1;
98;90_97_1;LISTERIA MONOCYTOGENES ANTICORPI (Titolazione mediante agglutinazione);Allegato 1;
98;90_97_2;MICETI ANTICORPI (D_I_D_);Allegato 1;
98;90_97_3;MICETI [LIEVITI] ANTIMICOGRAMMA DA COLTURA (M_I_C__fino a 5 antimicotici);Allegato 1;
98;90_97_4;MICETI [LIEVITI] IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90_97_5;MICETI ANTICORPI (Titolazione mediante agglutinazione);Allegato 1;
98;90_97_6;MICETI Ag_ CELLULARI ED EXTRACELLULLARI IN MATERIALI BIOLOGICI (Identificazione Diretta per Agglutinazione);Allegato 1;
98;90_97_7;MICETI Ag_ CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI (Identificazione Diretta EIA_IF);Allegato 1;
98;90_97_8;AMANITINA URINARIA;Allegato 1;
98;90_98_1;MICETI ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;90_98_2;MICETI DA COLTURA IDENTIFICAZIONE MICROSCOPICA (Osservazione morfologica);Allegato 1;
98;90_98_3;MICETI DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;90_98_4;MICETI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;90_98_5;MICETI IN CAMPIONI BIOLOGICI DIVERSI RICERCA MICROSCOPICA;Allegato 1;
98;91_01_1;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met_ radiometrico_almeno 3 antibiotici);Allegato 1;
98;91_01_2;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met_ tradizionale_almeno 3 antibiotici);Allegato 1;
98;91_01_3;MICOBATTERI ANTICORPI (E_I_A_);Allegato 1;
98;91_01_4;MICOBATTERI DA COLTURA IDENTIFICAZIONE (Saggio inibizione NAP met_ radiometrico );Allegato 1;
98;91_01_5;MICOBATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91_02_1;MICOBATTERI DA COLTURA IDENTIFICAZIONE MEDIANTE IBRIDAZIONE (Previa reazione polimerasica a catena);Allegato 1;
98;91_02_2;MICOBATTERI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE (Met_ radiometrico);Allegato 1;
98;91_02_3;MICOBATTERI IN CAMPIONI BIOLOGICI ESAME COLTURALE (Met_ tradizionale);Allegato 1;
98;91_02_4;MICOBATTERI IN CAMPIONI BIOLOGICI RICERCA MICROSCOPICA (Ziehl Neelsen_Kinyiun);Allegato 1;
98;91_02_5;MICOPLASMA PNEUMONIAE ANTICORPI (E_I_A_);Allegato 1;
98;91_03_1;MICOPLASMA PNEUMONIAE ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;91_03_2;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91_03_3;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91_03_4;MICOPLASMA PNEUMONIAE IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;91_03_5;NEISSERIA GONORRHOEAE ESAME COLTURALE;Allegato 1;
98;91_03_6;MICOPLASMI UROGENITALI : ES_ COLTURALE;Allegato 1;
98;91_04_1;NEISSERIA MENINGITIDIS ESAME COLTURALE;Allegato 1;
98;91_04_2;NEISSERIAE IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91_04_3;NEISSERIAE IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91_04_4;PARASSITI [ELMINTI_PROTOZOI] NEL SANGUE ESAME MICROSCOPICO (Giemsa);Allegato 1;
98;91_04_5;PARASSITI IN MATERIALI BIOLOGICI RICERCA MACRO E MICROSCOPICA;Allegato 1;
98;91_05_1;PARASSITI INTESTINALI [ELMINTI_PROTOZOI] RICERCA MACRO E MICROSCOPICA;Allegato 1;
98;91_05_2;PARASSITI INTESTINALI [ELMINTI_PROTOZOI] RICERCA MICROSCOPICA (Col_ tricromica);Allegato 1;
98;91_05_3;PARASSITI INTESTINALI [PROTOZOI] ESAME COLTURALE (Coltura xenica);Allegato 1;
98;91_05_4;PARASSITI INTESTINALI RICERCA MICROSCOPICA (Previa concentraz_ o arricchim_);Allegato 1;
98;91_05_5;PLASMODI DELLA MALARIA NEL SANGUE RICERCA MICROSCOPICA (Giemsa) Striscio sottile e goccia spessa;Allegato 1;
98;91_05_6;ES_ MICROSCOPICO A FRESCO SU MATERIALE VARIO;Allegato 1;
98;91_06_1;PLASMODIO FALCIPARUM ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;91_06_2;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO ESAME MICROSCOPICO;Allegato 1;
98;91_06_3;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO RICERCA DIRETTA (I_F_);Allegato 1;
98;91_06_4;PROTOZOI IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;91_06_5;RICKETTSIE ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;91_06_6;PROTOZOI Ag_ CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI (Identificazione Diretta per Agglutinazione);Allegato 1;
98;91_06_7;PROTOZOI Ag_ CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI (Identificazione Diretta EIA_IF);Allegato 1;
98;91_07_1;RICKETTSIE ANTICORPI [ANTI PROTEUS SPP_] (Titolazione mediante agglutin_) [WEIL FELIX];Allegato 1;
98;91_07_2;SALMONELLE ANTICORPI (E_I_A_);Allegato 1;
98;91_07_3;SALMONELLE ANTICORPI (Titolazione mediante agglutinazione) [WIDAL];Allegato 1;
98;91_07_4;SALMONELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA DI GRUPPO;Allegato 1;
98;91_07_5;SALMONELLE DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91_08_1;SALMONELLE E BRUCELLE ANTICORPI (Titolazione mediante agglutin_) [WIDAL WRIGHT];Allegato 1;
98;91_08_2;SCHISTOSOMA ANTICORPI (Titolazione mediante emoagglutinazione passiva);Allegato 1;
98;91_08_3;SHIGELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA;Allegato 1;
98;91_08_4;STREPTOCOCCO AGALACTIAE NEL TAMPONE VAGINALE ESAME COLTURALE;Allegato 1;
98;91_08_5;STREPTOCOCCO ANTICORPI ANTI ANTISTREPTOLISINA O [T_A_S_];Allegato 1;
98;91_08_6;ANTICORPI ANTI STREPTOCOCCO : ALTRI;Allegato 1;
98;91_09_1;STREPTOCOCCO ANTICORPI ANTI DNAsi B;Allegato 1;
98;91_09_2;STREPTOCOCCUS PYOGENES NEL TAMPONE OROFARINGEO ESAME COLTURALE;Allegato 1;
98;91_09_3;TOXOCARA ANTICORPI (E_I_A_);Allegato 1;
98;91_09_4;TOXOPLASMA ANTICORPI (E_I_A_);Allegato 1;
98;91_09_5;TOXOPLASMA ANTICORPI (Titolazione mediante agglutinazione) [TEST DI FULTON];Allegato 1;
98;91_10_1;TOXOPLASMA ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;91_10_2;TREPONEMA PALLIDUM ANTICORPI (E_I_A_);Allegato 1;
98;91_10_3;TREPONEMA PALLIDUM ANTICORPI (I_F_) [FTA ABS];Allegato 1;
98;91_10_4;TREPONEMA PALLIDUM ANTICORPI (Ricerca qualitat_ mediante emoagglutin_ passiva) [TPHA];Allegato 1;
98;91_10_5;TREPONEMA PALLIDUM ANTICORPI (Ricerca quantit_ mediante emoagglutin_ passiva) [TPHA];Allegato 1;
98;91_10_6;TETANO ANTICORPI IgG (EIA);Allegato 1;
98;91_11_1;TREPONEMA PALLIDUM ANTICORPI ANTI CARDIOLIPINA (Flocculazione) [VDRL] [RPR];Allegato 1;
98;91_11_2;TRICHOMONAS VAGINALIS NEL SECRETO VAGINALE ESAME COLTURALE;Allegato 1;
98;91_11_3;VIBRIO CHOLERAE NELLE FECI ESAME COLTURALE;Allegato 1;
98;91_11_4;VIBRIO DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA;Allegato 1;
98;91_11_5;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE NAS (Previa reazione polimerasica a catena);Allegato 1;
98;91_12_1;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE NAS (Previa Retrotrascrizione Reazione polimerasica a catena);Allegato 1;
98;91_12_2;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE DIRETTA NAS;Allegato 1;
98;91_12_3;VIRUS ADENOVIRUS ANTICORPI (E_I_A_);Allegato 1;
98;91_12_4;VIRUS ADENOVIRUS ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;91_12_5;VIRUS ADENOVIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo rapido);Allegato 1;
98;91_12_6;VIRUS NAS COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
98;91_12_7;VIRUS NAS RICERCA ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91_13_1;VIRUS ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;91_13_2;VIRUS ANTICORPI IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91_13_3;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (Agglutinazione passiva) Adenovirus_Rotavirus_Virus dell apparato gastroenterico_;Allegato 1;
98;91_13_4;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (E_I_A_) Adenovirus_Parvovirus B19_Rotavirus_;Allegato 1;
98;91_13_5;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (I_F_) Citomegalovirus_Herpes_Virus dell apparato respiratorio_;Allegato 1;
98;91_13_6;MICROORGANISMI NAS RICERCA ANTICORPI (mediante Immunoblotting);Allegato 1;
98;91_13_7;MICROORGANISMI NAS RICERCA ANTICORPI (test di Avidità);Allegato 1;
98;91_13_8;SEPARAZIONE LEUCOCITI DAL SANGUE MEDIANTE GRADIENTE;Allegato 1;
98;91_13_9;SEPARAZIONE IgM PER RICERCA ANTICORPI SPECIFICI;Allegato 1;
98;91_14_1;VIRUS CITOMEGALOVIRUS ANTICORPI (E_I_A_);Allegato 1;
98;91_14_2;VIRUS CITOMEGALOVIRUS ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;91_14_3;VIRUS CITOMEGALOVIRUS ANTICORPI IgM (E_I_A_);Allegato 1;
98;91_14_4;VIRUS CITOMEGALOVIRUS DA COLTURA IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;Allegato 1;
98;91_14_5;VIRUS CITOMEGALOVIRUS IN MATERIALI BIOLOGICI DIVERSI RICERCA MEDIANTE ESAME COLTURALE (Metodo rapido);Allegato 1;
98;91_15_1;VIRUS CITOMEGALOVIRUS NEL LATTE MATERNO E NEL TAMPONE FARINGEO ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91_15_2;VIRUS CITOMEGALOVIRUS NEL SANGUE ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;Allegato 1;
98;91_15_3;VIRUS CITOMEGALOVIRUS NEL SANGUE ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91_15_4;VIRUS CITOMEGALOVIRUS NELL URINA ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91_15_5;VIRUS CITOMEGALOVIRUS NELL URINA ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;Allegato 1;
98;91_16_1;VIRUS COXSACKIE [B1_B2_B3_B4_B5_B6] ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;91_16_2;VIRUS COXSACKIE [B1_B2_B3_B4_B5_B6] ANTICORPI (Titolazione mediante I_F_);Allegato 1;
98;91_16_3;VIRUS DA COLTURA IDENTIFICAZIONE (mediante I_F_) Citomegalovirus_Herpes_Virus dell apparato respiratorio_;Allegato 1;
98;91_16_4;VIRUS DA COLTURA IDENTIFICAZIONE (mediante M_ E_) Virus dell apparato gastroenterico_;Allegato 1;
98;91_16_5;VIRUS DA COLTURA IDENTIFICAZIONE (mediante Neutralizzazione) Virus dell apparato gastroenterico_;Allegato 1;
98;91_16_6;VIRUS EBV ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91_17_1;VIRUS EPATITE A [HAV] ANTICORPI;Allegato 1;
98;91_17_2;VIRUS EPATITE A [HAV] ANTICORPI IgM;Allegato 1;
98;91_17_3;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE (Previa reazione polimerasica a catena);Allegato 1;
98;91_17_4;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE DIRETTA;Allegato 1;
98;91_17_5;VIRUS EPATITE B [HBV] ANTICORPI HBcAg;Allegato 1;
98;91_18_1;VIRUS EPATITE B [HBV] ANTICORPI HBcAg IgM;Allegato 1;
98;91_18_2;VIRUS EPATITE B [HBV] ANTICORPI HBeAg;Allegato 1;
98;91_18_3;VIRUS EPATITE B [HBV] ANTICORPI HBsAg;Allegato 1;
98;91_18_4;VIRUS EPATITE B [HBV] ANTIGENE HBeAg;Allegato 1;
98;91_18_5;VIRUS EPATITE B [HBV] ANTIGENE HBsAg;Allegato 1;
98;91_19_1;VIRUS EPATITE B [HBV] ANTIGENE HBsAg (Saggio di conferma);Allegato 1;
98;91_19_2;VIRUS EPATITE B [HBV] DNA POLIMERASI;Allegato 1;
98;91_19_3;VIRUS EPATITE C [HCV] ANALISI QUALITATIVA DI HCV RNA;Allegato 1;
98;91_19_4;VIRUS EPATITE C [HCV] ANALISI QUANTITATIVA DI HCV RNA;Allegato 1;
98;91_19_5;VIRUS EPATITE C [HCV] ANTICORPI;Allegato 1;
98;91_20_1;VIRUS EPATITE C [HCV] IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91_20_2;VIRUS EPATITE C [HCV] TIPIZZAZIONE GENOMICA;Allegato 1;
98;91_20_3;VIRUS EPATITE DELTA [HDV] ANTICORPI;Allegato 1;
98;91_20_4;VIRUS EPATITE DELTA [HDV] ANTICORPI IgM;Allegato 1;
98;91_20_5;VIRUS EPATITE DELTA [HDV] ANTIGENE HDVAg;Allegato 1;
98;91_21_1;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (E_I_A_);Allegato 1;
98;91_21_2;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (Titolazione mediante I_F_);Allegato 1;
98;91_21_3;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI (Test rapido);Allegato 1;
98;91_21_4;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI [R_ PAUL BUNNEL DAVIDSOHN];Allegato 1;
98;91_21_5;VIRUS HERPES ANTICORPI (Titolazione mediante F_C_);Allegato 1;
98;91_21_6;VIRUS HHV6 COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
98;91_21_7;VIRUS HHV6 ANTICORPI IgG o IgM (IF) Ciascuno;Allegato 1;
98;91_22_1;VIRUS HERPES SIMPLEX (TIPO 1 o 2) ANTICORPI;Allegato 1;
98;91_22_2;VIRUS IMMUNODEF_ ACQUISITA [HIV ] ANALISI QUALITATIVA DI RNA (Previa reazione polimerasica a catena);Allegato 1;
98;91_22_3;VIRUS IMMUNODEF_ ACQUISITA [HIV ] ANALISI QUANTITATIVA DI RNA (Previa reazione polimerasica a catena);Allegato 1;
98;91_22_4;VIRUS IMMUNODEF_ ACQUISITA [HIV 1 2] ANTICORPI;Allegato 1;
98;91_22_5;VIRUS IMMUNODEF_ ACQUISITA [HIV 1 2] ANTICORPI IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91_22_6;VIRUS HSV COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
