CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
98;90.90.4;CLOSTRIDIUM DIFFICILE DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90.90.5;CLOSTRIDIUM DIFFICILE ESAME COLTURALE;Allegato 1;
98;90.91.1;CLOSTRIDIUM DIFFICILE TOSSINA NELLE FECI RICERCA DIRETTA (E.I.A.);Allegato 1;
98;90.91.2;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (E.I.A.);Allegato 1;
98;90.91.3;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (I.F.);Allegato 1;
98;90.91.4;E. COLI ENTEROPATOGENI NELLE FECI ESAME COLTURALE;Allegato 1;
98;90.91.5;E. COLI PATOGENI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90.92.1;E. COLI PATOGENI DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;90.92.2;ECHINOCOCCO [IDATIDOSI] ANTICORPI (E.I.A.);Allegato 1;
98;90.92.3;ECHINOCOCCO [IDATIDOSI] ANTICORPI (Titolazione mediante I.H.A.);Allegato 1;
98;90.92.4;ENTAMOEBA HISTOLYTICA ANTICORPI (E.I.A.);Allegato 1;
98;90.92.5;ENTAMOEBA HISTOLYTICA ANTICORPI (Titolazione mediante emoagglutinazione passiva);Allegato 1;
98;90.92.6;CORYNEBACTERIUM DIPHTHERIAE ES. COLTURALE;Allegato 1;
98;90.92.7;DIFTERITE ANTICORPI IgG (EIA);Allegato 1;
98;90.93.1;ENTAMOEBA HISTOLYTICA NELLE FECI  ESAME COLTURALE (Coltura xenica);Allegato 1;
98;90.93.2;ENTEROBIUS VERMICULARIS [OSSIURI]  RICERCA  MICROSCOPICA  - Nelle feci [materiale perianale] su cellophan adesivo (scotch test);Allegato 1;
98;90.93.3;ESAME COLTURALE CAMPIONI  BIOLOGICI DIVERSI - Ricerca completa microrganismi e lieviti  patogeni.;Allegato 1;
98;90.93.4;ESAME COLTURALE CAMPIONI APPARATO GENITOURINARIO  - Ricerca completa microrganismi e lieviti  patogeni - Escluso: Neisseria gonorrhoeae.;Allegato 1;
98;90.93.5;ESAME COLTURALE CAMPIONI CAVITA' ORO-FARINGO-NASALE - Ricerca completa microrganismi  e lieviti patogeni - Escluso: Neisseria meningitidis.;Allegato 1;
98;90.93.6;ES. COLTURALE CAMPIONI PROVENIENTI DA VIE AEREE INFERIORI - (Broncoaspirato, BAL, ecc);Allegato 1;
98;90.93.7;ES. COLTURALE LIQUOR CEREBROSPINALE;Allegato 1;
98;90.93.8;ES. COLTURALE MATERIALE PROTESICO;Allegato 1;
98;90.93.9;ES. COLTURALE TAMPONE AURICOLARE;Allegato 1;
98;90.94.1;ESAME COLTURALE DEL SANGUE [EMOCOLTURA] -  Ricerca completa microrganismi e lieviti  patogeni.;Allegato 1;
98;90.94.2;ESAME COLTURALE DELL' URINA [URINOCOLTURA]  - Ricerca completa microrganismi e lieviti patogeni. Incluso: conta batterica.;Allegato 1;
98;90.94.3;ESAME COLTURALE DELLE FECI  [COPROCOLTURA] - Ricerca Salmonelle, Shigelle e  Campylobacter - Escluso: E.coli enteropatogeni, Yersinia, Vibrio cholerae;Allegato 1;
98;90.94.4;HELICOBACTER PYLORI ANTICORPI (E.I.A.);Allegato 1;
98;90.94.5;HELICOBACTER PYLORI IN MATERIALI BIOLOGICI ESAME COLTURALE;Allegato 1;
98;90.94.6;ES. COLTURALE TAMPONE OCULARE/CONGIUNTIVALE;Allegato 1;
98;90.94.7;ESAME  COLTURALE ESPETTORATO;Allegato 1;
98;90.95.1;HELICOBACTER PYLORI UREASI NEL MATERIALE BIOPTICO (Saggio mediante prova biochimica);Allegato 1;
98;90.95.2;LEGIONELLE ANTICORPI (E.I.A.);Allegato 1;
98;90.95.3;LEGIONELLE ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;90.95.4;LEGIONELLE IN MATERIALI BIOLOGICI  ESAME COLTURALE;Allegato 1;
98;90.95.5;LEGIONELLE IN MATERIALI BIOLOGICI  RICERCA DIRETTA (I.F.);Allegato 1;
98;90.95.6;LEGIONELLE, antigene in materiali bioligici;Allegato 1;
98;90.95.7;HELICOBACTER PYLORI, antigene in materiali bioligici;Allegato 1;
98;90.96.1;LEISHMANIA ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;90.96.2;LEISHMANIA SPP. NEL MATERIALE BIOPTICO RICERCA MICROSCOPICA (Giemsa);Allegato 1;
98;90.96.3;LEPTOSPIRE ANTICORPI (E.I.A.);Allegato 1;
98;90.96.4;LEPTOSPIRE ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;90.96.5;LEPTOSPIRE ANTICORPI (Titolazione mediante microagglutinazione e lisi);Allegato 1;
98;90.96.6;LEPTOSPIRA ES. COLTURALE;Allegato 1;
98;90.97.1;LISTERIA MONOCYTOGENES ANTICORPI (Titolazione mediante agglutinazione);Allegato 1;
98;90.97.2;MICETI  ANTICORPI (D.I.D.);Allegato 1;
98;90.97.3;MICETI [LIEVITI] ANTIMICOGRAMMA DA COLTURA (M.I.C., fino a 5 antimicotici);Allegato 1;
98;90.97.4;MICETI [LIEVITI] IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;90.97.5;MICETI ANTICORPI (Titolazione mediante agglutinazione);Allegato 1;
98;90.97.6;MICETI Ag. CELLULARI ED EXTRACELLULLARI IN MATERIALI BIOLOGICI - (Identificazione Diretta per Agglutinazione);Allegato 1;
98;90.97.7;MICETI Ag. CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI - (Identificazione Diretta EIA, IF);Allegato 1;
98;90.97.8;AMANITINA URINARIA;Allegato 1;
98;90.98.1;MICETI  ANTICORPI  (Titolazione mediante F.C.);Allegato 1;
98;90.98.2;MICETI DA COLTURA IDENTIFICAZIONE MICROSCOPICA (Osservazione morfologica);Allegato 1;
98;90.98.3;MICETI DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;90.98.4;MICETI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;90.98.5;MICETI IN CAMPIONI BIOLOGICI DIVERSI RICERCA MICROSCOPICA;Allegato 1;
98;91.01.1;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met. radiometrico, almeno 3 antibiotici);Allegato 1;
98;91.01.2;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met. tradizionale, almeno 3 antibiotici);Allegato 1;
98;91.01.3;MICOBATTERI ANTICORPI (E.I.A.);Allegato 1;
98;91.01.4;MICOBATTERI DA COLTURA IDENTIFICAZIONE (Saggio inibizione NAP met. radiometrico );Allegato 1;
98;91.01.5;MICOBATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91.02.1;MICOBATTERI DA COLTURA IDENTIFICAZIONE MEDIANTE IBRIDAZIONE  (Previa reazione polimerasica a catena);Allegato 1;
98;91.02.2;MICOBATTERI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE (Met. radiometrico);Allegato 1;
98;91.02.3;MICOBATTERI IN CAMPIONI BIOLOGICI ESAME COLTURALE (Met. tradizionale);Allegato 1;
98;91.02.4;MICOBATTERI IN CAMPIONI BIOLOGICI RICERCA MICROSCOPICA (Ziehl-Neelsen, Kinyiun);Allegato 1;
98;91.02.5;MICOPLASMA PNEUMONIAE ANTICORPI (E.I.A.);Allegato 1;
98;91.03.1;MICOPLASMA PNEUMONIAE ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;91.03.2;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91.03.3;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91.03.4;MICOPLASMA PNEUMONIAE IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;91.03.5;NEISSERIA GONORRHOEAE  ESAME COLTURALE;Allegato 1;
98;91.03.6;MICOPLASMI UROGENITALI : ES. COLTURALE;Allegato 1;
98;91.04.1;NEISSERIA MENINGITIDIS ESAME COLTURALE;Allegato 1;
98;91.04.2;NEISSERIAE IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91.04.3;NEISSERIAE IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91.04.4;PARASSITI [ELMINTI, PROTOZOI] NEL SANGUE ESAME MICROSCOPICO (Giemsa);Allegato 1;
98;91.04.5;PARASSITI IN MATERIALI BIOLOGICI RICERCA  MACRO E MICROSCOPICA;Allegato 1;
98;91.05.1;PARASSITI INTESTINALI [ELMINTI, PROTOZOI]  RICERCA MACRO E MICROSCOPICA;Allegato 1;
98;91.05.2;PARASSITI INTESTINALI [ELMINTI, PROTOZOI] RICERCA MICROSCOPICA (Col. tricromica);Allegato 1;
98;91.05.3;PARASSITI INTESTINALI [PROTOZOI] ESAME COLTURALE (Coltura xenica);Allegato 1;
98;91.05.4;PARASSITI INTESTINALI RICERCA MICROSCOPICA  (Previa concentraz. o arricchim.);Allegato 1;
98;91.05.5;PLASMODI DELLA MALARIA NEL SANGUE RICERCA  MICROSCOPICA (Giemsa) - Striscio sottile e goccia spessa;Allegato 1;
98;91.05.6;ES. MICROSCOPICO A FRESCO SU MATERIALE VARIO;Allegato 1;
98;91.06.1;PLASMODIO FALCIPARUM ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;91.06.2;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO ESAME MICROSCOPICO;Allegato 1;
98;91.06.3;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO RICERCA DIRETTA (I.F.);Allegato 1;
98;91.06.4;PROTOZOI IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE;Allegato 1;
98;91.06.5;RICKETTSIE ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;91.06.6;PROTOZOI Ag. CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI - (Identificazione Diretta per Agglutinazione);Allegato 1;
98;91.06.7;PROTOZOI Ag. CELLULARI ED EXTRACELLULARI IN MATERIALI BIOLOGICI - (Identificazione Diretta EIA, IF);Allegato 1;
98;91.07.1;RICKETTSIE ANTICORPI [ANTI PROTEUS SPP.] (Titolazione mediante agglutin.) [WEIL-FELIX];Allegato 1;
98;91.07.2;SALMONELLE ANTICORPI (E.I.A.);Allegato 1;
98;91.07.3;SALMONELLE ANTICORPI (Titolazione mediante agglutinazione) [WIDAL];Allegato 1;
98;91.07.4;SALMONELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA DI GRUPPO;Allegato 1;
98;91.07.5;SALMONELLE DA COLTURA IDENTIFICAZIONE SIEROLOGICA;Allegato 1;
98;91.08.1;SALMONELLE E BRUCELLE ANTICORPI (Titolazione mediante agglutin.) [WIDAL-WRIGHT];Allegato 1;
98;91.08.2;SCHISTOSOMA ANTICORPI (Titolazione mediante emoagglutinazione passiva);Allegato 1;
98;91.08.3;SHIGELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA;Allegato 1;
98;91.08.4;STREPTOCOCCO AGALACTIAE NEL TAMPONE VAGINALE ESAME COLTURALE;Allegato 1;
98;91.08.5;STREPTOCOCCO ANTICORPI ANTI ANTISTREPTOLISINA-O [T.A.S.];Allegato 1;
98;91.08.6;ANTICORPI ANTI STREPTOCOCCO : ALTRI;Allegato 1;
98;91.09.1;STREPTOCOCCO ANTICORPI ANTI DNAsi B;Allegato 1;
98;91.09.2;STREPTOCOCCUS PYOGENES NEL TAMPONE OROFARINGEO  ESAME COLTURALE;Allegato 1;
98;91.09.3;TOXOCARA ANTICORPI (E.I.A.);Allegato 1;
98;91.09.4;TOXOPLASMA ANTICORPI (E.I.A.);Allegato 1;
98;91.09.5;TOXOPLASMA ANTICORPI (Titolazione mediante agglutinazione) [TEST DI FULTON];Allegato 1;
98;91.10.1;TOXOPLASMA ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;91.10.2;TREPONEMA PALLIDUM ANTICORPI (E.I.A.);Allegato 1;
98;91.10.3;TREPONEMA PALLIDUM ANTICORPI (I.F.) [FTA-ABS];Allegato 1;
98;91.10.4;TREPONEMA PALLIDUM ANTICORPI (Ricerca qualitat. mediante emoagglutin. passiva) [TPHA];Allegato 1;
98;91.10.5;TREPONEMA PALLIDUM ANTICORPI (Ricerca quantit. mediante emoagglutin. passiva) [TPHA];Allegato 1;
98;91.10.6;TETANO ANTICORPI IgG (EIA);Allegato 1;
98;91.11.1;TREPONEMA PALLIDUM ANTICORPI ANTI CARDIOLIPINA (Flocculazione) [VDRL] [RPR];Allegato 1;
98;91.11.2;TRICHOMONAS VAGINALIS NEL SECRETO VAGINALE ESAME COLTURALE;Allegato 1;
98;91.11.3;VIBRIO CHOLERAE NELLE FECI  ESAME COLTURALE;Allegato 1;
98;91.11.4;VIBRIO DA COLTURA IDENTIFICAZIONE BIOCHIMICA  E SIEROLOGICA;Allegato 1;
98;91.11.5;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (Previa reazione polimerasica a catena);Allegato 1;
98;91.12.1;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (Previa Retrotrascrizione-Reazione polimerasica a catena);Allegato 1;
98;91.12.2;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE DIRETTA NAS;Allegato 1;
98;91.12.3;VIRUS ADENOVIRUS ANTICORPI (E.I.A.);Allegato 1;
98;91.12.4;VIRUS ADENOVIRUS ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.12.5;VIRUS ADENOVIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo rapido);Allegato 1;
98;91.12.6;VIRUS NAS COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
98;91.12.7;VIRUS NAS RICERCA ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91.13.1;VIRUS ANTICORPI  (Titolazione mediante F.C.);Allegato 1;
98;91.13.2;VIRUS ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91.13.3;VIRUS ANTIGENI IN MATERIALI BIOLOGICI  RICERCA DIRETTA (Agglutinazione passiva) - Adenovirus, Rotavirus, Virus dell'apparato gastroenterico.;Allegato 1;
98;91.13.4;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (E.I.A.) - Adenovirus, Parvovirus B19, Rotavirus.;Allegato 1;
98;91.13.5;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (I.F.) - Citomegalovirus, Herpes, Virus dell' apparato respiratorio.;Allegato 1;
98;91.13.6;MICROORGANISMI NAS RICERCA ANTICORPI (mediante Immunoblotting);Allegato 1;
98;91.13.7;MICROORGANISMI NAS RICERCA ANTICORPI (test di Avidità);Allegato 1;
98;91.13.8;SEPARAZIONE LEUCOCITI DAL SANGUE MEDIANTE GRADIENTE;Allegato 1;
98;91.13.9;SEPARAZIONE IgM PER RICERCA ANTICORPI SPECIFICI;Allegato 1;
98;91.14.1;VIRUS CITOMEGALOVIRUS ANTICORPI (E.I.A.);Allegato 1;
98;91.14.2;VIRUS CITOMEGALOVIRUS ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.14.3;VIRUS CITOMEGALOVIRUS ANTICORPI IgM  (E.I.A.);Allegato 1;
98;91.14.4;VIRUS CITOMEGALOVIRUS DA COLTURA IDENTIFICAZIONE  MEDIANTE IBRIDAZIONE;Allegato 1;
98;91.14.5;VIRUS CITOMEGALOVIRUS IN MATERIALI BIOLOGICI DIVERSI RICERCA MEDIANTE ESAME COLTURALE (Metodo rapido);Allegato 1;
98;91.15.1;VIRUS CITOMEGALOVIRUS NEL LATTE MATERNO E NEL TAMPONE FARINGEO  ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91.15.2;VIRUS CITOMEGALOVIRUS NEL SANGUE ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;Allegato 1;
98;91.15.3;VIRUS CITOMEGALOVIRUS NEL SANGUE ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91.15.4;VIRUS CITOMEGALOVIRUS NELL' URINA  ESAME COLTURALE (Metodo tradizionale);Allegato 1;
98;91.15.5;VIRUS CITOMEGALOVIRUS NELL' URINA ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;Allegato 1;
98;91.16.1;VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.16.2;VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (Titolazione mediante I.F.);Allegato 1;
98;91.16.3;VIRUS DA COLTURA IDENTIFICAZIONE (mediante I.F.) - Citomegalovirus, Herpes, Virus dell'apparato respiratorio.;Allegato 1;
98;91.16.4;VIRUS DA COLTURA IDENTIFICAZIONE (mediante M. E.) - Virus dell'apparato gastroenterico.;Allegato 1;
98;91.16.5;VIRUS DA COLTURA IDENTIFICAZIONE (mediante Neutralizzazione) - Virus dell'apparato gastroenterico.;Allegato 1;
98;91.16.6;VIRUS EBV ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91.17.1;VIRUS EPATITE A [HAV] ANTICORPI;Allegato 1;
98;91.17.2;VIRUS EPATITE A [HAV] ANTICORPI IgM;Allegato 1;
98;91.17.3;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE (Previa reazione polimerasica a catena);Allegato 1;
98;91.17.4;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE DIRETTA;Allegato 1;
98;91.17.5;VIRUS EPATITE B [HBV] ANTICORPI HBcAg;Allegato 1;
98;91.18.1;VIRUS EPATITE B [HBV] ANTICORPI HBcAg  IgM;Allegato 1;
98;91.18.2;VIRUS EPATITE B [HBV] ANTICORPI HBeAg;Allegato 1;
98;91.18.3;VIRUS EPATITE B [HBV] ANTICORPI HBsAg;Allegato 1;
98;91.18.4;VIRUS EPATITE B [HBV] ANTIGENE HBeAg;Allegato 1;
98;91.18.5;VIRUS EPATITE B [HBV] ANTIGENE HBsAg;Allegato 1;
98;91.19.1;VIRUS EPATITE B [HBV] ANTIGENE HBsAg (Saggio di conferma);Allegato 1;
98;91.19.2;VIRUS EPATITE B [HBV] DNA-POLIMERASI;Allegato 1;
98;91.19.3;VIRUS EPATITE C [HCV] ANALISI QUALITATIVA DI HCV RNA;Allegato 1;
98;91.19.4;VIRUS EPATITE C [HCV] ANALISI QUANTITATIVA DI HCV RNA;Allegato 1;
98;91.19.5;VIRUS EPATITE C [HCV] ANTICORPI;Allegato 1;
98;91.20.1;VIRUS EPATITE C [HCV] IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91.20.2;VIRUS EPATITE C [HCV] TIPIZZAZIONE GENOMICA;Allegato 1;
98;91.20.3;VIRUS EPATITE DELTA [HDV] ANTICORPI;Allegato 1;
98;91.20.4;VIRUS EPATITE DELTA [HDV] ANTICORPI IgM;Allegato 1;
98;91.20.5;VIRUS EPATITE DELTA [HDV] ANTIGENE HDVAg;Allegato 1;
98;91.21.1;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (E.I.A.);Allegato 1;
98;91.21.2;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (Titolazione mediante I.F.);Allegato 1;
98;91.21.3;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI (Test rapido);Allegato 1;
98;91.21.4;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI [R. PAUL BUNNEL DAVIDSOHN];Allegato 1;
98;91.21.5;VIRUS HERPES ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.21.6;VIRUS HHV6 COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
98;91.21.7;VIRUS HHV6 ANTICORPI IgG  o IgM (IF) Ciascuno;Allegato 1;
98;91.22.1;VIRUS HERPES SIMPLEX (TIPO 1 o 2) ANTICORPI;Allegato 1;
98;91.22.2;VIRUS IMMUNODEF. ACQUISITA [HIV ] ANALISI QUALITATIVA DI RNA (Previa reazione polimerasica a catena);Allegato 1;
98;91.22.3;VIRUS IMMUNODEF. ACQUISITA [HIV ] ANALISI QUANTITATIVA DI RNA (Previa reazione polimerasica a catena);Allegato 1;
98;91.22.4;VIRUS IMMUNODEF. ACQUISITA [HIV 1-2] ANTICORPI;Allegato 1;
98;91.22.5;VIRUS IMMUNODEF. ACQUISITA [HIV 1-2] ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91.22.6;VIRUS HSV COLTURA DA MATERIALE BIOLOGICO;Allegato 1;
98;91.22.7;VIRUS HSV RICERCA ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91.23.1;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91.23.2;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTICORPI ANTI ANTIGENE  P24 (E.I.A.);Allegato 1;
98;91.23.3;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTIGENE P24 (E.I.A.);Allegato 1;
98;91.23.4;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTIGENE P24 DA COLTURE LINFOCITARIE (E.I.A.);Allegato 1;
98;91.23.5;VIRUS IMMUNODEF. ACQUISITA [HIV 2] ANTICORPI IMMUNOBLOTTING (Saggio di conferma);Allegato 1;
98;91.23.6;VIRUS INFLUENZALI COLTURA DA MATERIALI BIOLOGICI;Allegato 1;
98;91.24.1;VIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo rapido);Allegato 1;
98;91.24.2;VIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo tradizionale) - Herpes, Herpes/Varicella, Virus dell'app. gastroenterico, dell'app. respiratorio.;Allegato 1;
98;91.24.3;VIRUS MORBILLO ANTICORPI (E.I.A.);Allegato 1;
98;91.24.4;VIRUS MORBILLO ANTICORPI (I.F.);Allegato 1;
98;91.24.5;VIRUS MORBILLO ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.24.6;VIRUS PARAINFLUENZALI COLTURA DA MATERIALI BIOLOGICI;Allegato 1;
98;91.25.1;VIRUS PAROTITE ANTICORPI (E.I.A.);Allegato 1;
98;91.25.2;VIRUS PAROTITE ANTICORPI (I.F.);Allegato 1;
98;91.25.3;VIRUS PAROTITE ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.25.4;VIRUS PARVOVIRUS B19 ANTICORPI (E.I.A.);Allegato 1;
98;91.25.5;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (E.I.A.);Allegato 1;
98;91.25.6;VIRUS PARVOVIRUS B19 RICERCA ACIDI NUCLEICI (previa PCR);Allegato 1;
98;91.25.7;VIRUS RESPIRATORI COLTURA DA MATERIALI BIOLOGICI;Allegato 1;
98;91.26.1;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (I.F.);Allegato 1;
98;91.26.2;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.26.3;VIRUS RETROVIRUS ANTICORPI ANTI HTLV1-HTLV2;Allegato 1;
98;91.26.4;VIRUS ROSOLIA ANTICORPI;Allegato 1;
98;91.26.5;VIRUS ROSOLIA ANTICORPI (Titolazione mediante I.H.A.);Allegato 1;
98;91.27.1;VIRUS VARICELLA ZOSTER ANTICORPI (E.I.A.);Allegato 1;
98;91.27.2;VIRUS VARICELLA ZOSTER ANTICORPI (I.F.);Allegato 1;
98;91.27.3;VIRUS VARICELLA ZOSTER ANTICORPI (Titolazione mediante F.C.);Allegato 1;
98;91.27.4;YERSINIA DA COLTURA IDENTIFICAZIONE BIOCHIMICA;Allegato 1;
98;91.27.5;YERSINIA NELLE FECI ESAME COLTURALE;Allegato 1;
98;91.28.1;"ANALISI CITOGENETICA PER PATOLOGIA DA FRAGILITA' CROMOSOMICA - Con agente clastogenico ""in vitro"".";Allegato 1;
98;91.28.2;ANALISI CITOGENETICA PER RICERCA SITI FRAGILI;Allegato 1;
98;91.28.3;ANALISI CITOGENETICA PER SCAMBI DI CROMATIDI FRATELLI;Allegato 1;
98;91.28.4;ANALISI CITOGENETICA PER STUDIO MOSAICISMO CROMOSOMICO;Allegato 1;
98;91.28.5;ANALISI CITOGENETICA PER STUDIO RIARRANGIAMENTI CROMOSOMICI INDOTTI;Allegato 1;
98;91.29.1;ANALISI DEL DNA ED IBRIDAZIONE CON SONDA MOLECOLARE (Southern blot);Allegato 1;
98;91.29.2;ANALISI DEL DNA PER POLIMORFISMO - Con reazione polimerasica a catena, digestione enzimatica ed elettroforesi.;Allegato 1;
98;91.29.3;ANALISI DI MUTAZIONE DEL DNA  - Con reazione polimerasica a catena e elettroforesi.;Allegato 1;
98;91.29.4;ANALISI DI MUTAZIONE DEL DNA  - Con reazione polimerasica a catena e ibridazione con sonde non radiomarcate.;Allegato 1;
98;91.29.5;ANALISI DI MUTAZIONE DEL DNA - Con reazione polimerasica a catena e ibridazione con sonde radiomarcate.;Allegato 1;
98;91.29.6;REAL TIME PCR (metodo 5' Nucleasi);Allegato 1;
98;91.29.7;DISCRIMINAZIONE ALLELICA;Allegato 1;
98;91.29.8;Analisi della Metilazione;Allegato 1;
98;91.30.1;ANALISI DI MUTAZIONI DEL DNA - Con Reverse Dot Blot (da 2 a 10 mutazioni);Allegato 1;
98;91.30.2;ANALISI DI POLIMORFISMI (str, VNTR) - Con reazione polimerasica a catena ed elettroforesi (per locus).;Allegato 1;
98;91.30.3;ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO - (Blocchi di circa 400 bp);Allegato 1;
98;91.30.4;CARIOTIPO  AD ALTA RISOLUZIONE - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 550 bande);Allegato 1;
98;91.30.5;CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat. abortivo, ecc.) - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 320 bande);Allegato 1;
98;91.31.A;MICRORGANISMI NAS: identificazione mediante analisi degli acidi nucleici;Allegato 1;
98;91.31.B;MICRORGANISMI NAS: altri anticorpi;Allegato 1;
98;91.31.1;CARIOTIPO DA METAFASI DI LIQUIDO AMNIOTICO - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 320 bande);Allegato 1;
98;91.31.2;CARIOTIPO DA METAFASI LINFOCITARIE - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 320 bande);Allegato 1;
98;91.31.3;CARIOTIPO DA METAFASI SPONTANEE DI MIDOLLO OSSEO - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 320 bande);Allegato 1;
98;91.31.4;CARIOTIPO DA METAFASI SPONTANEE DI VILLI CORIALI - 1 Tecnica di bandeggio (Risoluzione non inferiore alle 300 bande);Allegato 1;
98;91.31.5;COLORAZIONE AGGIUNTIVA IN BANDE: Actinomicina D;Allegato 1;
98;91.31.6;MICROSPORIDI RICERCA MEDIANTE COLORAZIONE SPECIALE;Allegato 1;
98;91.31.7;MICROORGANISMI NAS RICERCA ANTICORPI (EIA/IF);Allegato 1;
98;91.31.8;MICRORGANISMI NAS: antigeni cellulari ed extracellulari (agglutinazione);Allegato 1;
98;91.31.9;MICRORGANISMI NAS: antigeni cellulari ed extracellulari (EIA - IF);Allegato 1;
